canonical_smiles,pIC50,set
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)Nc1ccccc1,7.01,Train
Cc1ccc2[nH]cc(CCNC(=O)CN3Cc4ccc(Cl)cc4[C@H](C(=O)Nc4cncc5ccccc45)C3)c2c1,7.12,Train
CCOc1ccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1,6.9,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCc1ccc(C(F)F)cc1,7.3,Train
CCOc1ccccc1CNC(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,6.94,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCc1ccc(C(F)(F)F)cc1,7.15,Train
CN1CCN(c2ccc(NC(=O)CN3Cc4ccc(Cl)cc4[C@H](C(=O)Nc4cncc5ccccc45)C3)cc2F)CC1,7.24,Train
CCc1ccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1,6.99,Train
CCOc1cccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)c1,7.05,Train
Cc1ccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1,6.96,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NC(c1ccccc1)c1ccccc1,7.04,Train
CN1CCN(c2ccc(NC(=O)CN3Cc4ccc(Cl)cc4[C@H](C(=O)Nc4cncc5ccccc45)C3)cc2)CC1,6.69,Train
COc1ccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1,7.08,Train
CCN1CCN(c2ccc(NC(=O)CN3Cc4ccc(Cl)cc4[C@H](C(=O)Nc4cncc5ccccc45)C3)cc2)CC1,7.55,Train
COc1cccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)c1,7.08,Train
COc1ccccc1CNC(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,6.96,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCc1ccc(Cl)cc1Cl,6.97,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCc1ccc(Cl)c(Cl)c1,7.15,Train
CCN1CCN(c2ccc(NC(=O)CN3Cc4ccc(Cl)cc4[C@H](C(=O)Nc4cncc5ccccc45)C3)cc2F)CC1,7.43,Train
Cc1ccc(CCNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1,7.12,Train
O=C1[C@@H]2CN(Cc3ccccc3)CCN2C(=O)N1c1cncc2ccccc12,5.54,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@H]2C)c2cc(Cl)ccc2C1=O,5.62,Train
O=C1N[C@]2(C[C@H](c3ccccc3)C2)C(=O)N1c1cncc2ccccc12,6.69,Train
C[C@H]1CC[C@]2(CO1)NC(=O)N(c1cncc3ccccc13)C2=O,4.19,Train
C[C@H]1CCN2C(=O)N(c3cncc4ccccc34)C(=O)[C@H]2C1,4.12,Train
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)CC2(C)C)c2cc(Cl)ccc2C1=O,5.18,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)Nc1ccc(C(F)(F)F)cn1,6.39,Train
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,8.68,Train
C[C@H]1OCCC[C@]12NC(=O)N(c1cncc3ccccc13)C2=O,4.02,Train
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C[C@H]2COC)c2cc(Cl)ccc2C1=O,5.73,Train
CCS(=O)(=O)N1CC2(C1)C(=O)N(c1cncc3ccccc13)C(=O)N2C,4.76,Train
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(F)ccc2C1=O,5.39,Train
CN1C(=O)N(c2cncc3ccccc23)C(=O)C12CN(S(=O)(=O)C1CC1)C2,4.74,Train
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C[C@H]2Cc2ccccc2)c2cc(Cl)ccc2C1=O,5.81,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@H]2Cc2ccccc2)c2cc(Cl)ccc2C1=O,5.43,Train
O=C1C[C@H](Cc2ccccc2)CN1c1cncc2ccccc12,4.91,Train
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cc2ccccc2)c2cc(Cl)ccc2C1=O,5.2,Train
O=C1N[C@]2(CCOc3ccncc32)C(=O)N1c1cncc2ccccc12,4.27,Train
NS(=O)(=O)c1ccc2c(c1)[C@]1(CCO2)NC(=O)N(c2cncc3ccccc23)C1=O,4.65,Train
C[C@H]1COC[C@@]2(C1)NC(=O)N(c1cncc3ccccc13)C2=O,4.24,Train
CN1C(=O)N(c2cncc3ccccc23)C(=O)C12CN(S(=O)(=O)c1ccccc1)C2,5.12,Train
CC1(C)CCN(S(C)(=O)=O)C[C@]12NC(=O)N(c1cncc3ccccc13)C2=O,4.47,Train
C[C@H]1COC[C@]2(C1)NC(=O)N(c1cncc3ccccc13)C2=O,5.21,Train
NS(=O)(=O)OCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@H](C(=O)NCc2ccccn2)C1,4.09,Train
C=C(CN(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)C(=O)O,5.49,Train
O=C1[C@H](c2ccc(Cl)c(Cl)c2)C[C@H](O)CN1c1cncc2ccccc12,5.47,Train
CNS(=O)(=O)OCC(=O)N1CCN(Cc2cccc(Cl)c2)[C@H](CC(C)C)C1,5.78,Train
C[C@H](NC(=O)COS(N)(=O)=O)c1cc(Cl)cc(-c2ccc(S(N)(=O)=O)cc2)c1,5.75,Train
CC(C)C[C@H]1CN(C(=O)COS(N)(=O)=O)CCN1Cc1cccc(Cl)c1,5.17,Train
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N(C)C)CCN1Cc1cccc(Cl)c1,5.99,Train
C=C(CN(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)C(=O)NCC,5.77,Train
C=C(CN(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)C(N)=O,5.19,Train
C[C@H]1CC[C@]2(CN1S(C)(=O)=O)NC(=O)N(c1cncc3ccccc13)C2=O,4.45,Train
O=C1N[C@H](Cc2ccccc2)C(=O)N1c1cncc2ccccc12,4.5,Train
O=C1C[C@H](Cc2ccccc2)C(=O)N1c1cncc2ccccc12,4.62,Train
O=C1N[C@H](CC2CC2)C(=O)N1c1cncc2ccccc12,4.31,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cc2ccccc2)c2cc(Cl)ccc2C1=O,7.16,Train
O=C1N[C@@H](Cc2ccccc2)C(=O)N1c1cncc2ccccc12,4.4,Train
NC(=O)c1ccc2c(c1)[C@]1(CCO2)NC(=O)N(c2cncc3ccccc23)C1=O,4.85,Train
C=C(CN(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccc(Cl)cc1,5.18,Train
CC(=O)N1C[C@@]2(CC[C@H]1C)NC(=O)N(c1cncc3ccccc13)C2=O,4.36,Train
CN1C(=O)N(c2cncc3ccccc23)C(=O)[C@@H]1Cc1ccccc1,4.06,Train
C[C@H]1CC[C@@]2(CN1S(C)(=O)=O)NC(=O)N(c1cncc3ccccc13)C2=O,4.12,Train
Cn1c(Cc2ccccc2)nn(-c2cncc3ccccc23)c1=O,5.04,Train
CNS(=O)(=O)OCC(=O)N[C@H](C)c1cc(Cl)cc(-c2ccc(S(N)(=O)=O)cc2)c1,5.76,Train
C=C(CN(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NCc1ccccc1,5.24,Train
CC(=O)N1C[C@]2(CC[C@H]1C)NC(=O)N(c1cncc3ccccc13)C2=O,4.21,Train
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)CC23CC3)c2cc(Cl)ccc2C1=O,6.1,Train
C=C(CN(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)N(C)c1ccccc1,5.55,Train
Cn1cnc(Cn2c(=O)[nH]/c(=N\c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,8.43,Train
CCCCNC(=O)c1cnc([C@H](NC(=O)CCl)c2cccc(Cl)c2)s1,5.25,Train
CN1C(=O)N(c2cncc3ccccc23)C(=O)[C@H]1Cc1ccccc1,4.06,Train
O=C1C[C@H](Cc2ccccc2Cl)CN1c1cncc2ccccc12,5.14,Train
COc1cccc(CNC(=O)CN2C[C@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3ccccc3C2=O)c1,4.59,Train
O=C1N[C@]2(C[C@@H](c3c(F)cccc3F)C2)C(=O)N1c1cncc2ccccc12,7.06,Train
O=C1N[C@@]2(CC[C@H](c3ccccc3)OC2)C(=O)N1c1cncc2ccccc12,5.2,Train
O=C1N[C@]2(CC[C@H](c3ccccc3)OC2)C(=O)N1c1cncc2ccccc12,5.69,Train
COc1cccc(CNC(=O)CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3ccccc3C2=O)c1,6.31,Train
O=C1C[C@H](Cc2ccccc2)NN1c1cncc2ccccc12,5.16,Train
O=C(NCc1ccccn1)[C@H]1CN(C(=O)COS(=O)(=O)Nc2ccccc2)CCN1S(=O)(=O)c1ccsc1,4.75,Train
CNS(=O)(=O)OCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@H](C(=O)NCc2ccccn2)C1,4.79,Train
Cc1cncc(CC(=O)Nc2cncc3ccccc23)c1,4.99,Train
O=C(C[C@H]1CCCC(F)(F)C1)Nc1cncc2ccccc12,5.23,Train
COc1ccc(C)cc1CC(=O)Nc1cncc2ccccc12,5.25,Train
Cc1cc(F)cc(CC(=O)Nc2cncc3ccccc23)c1,5.79,Train
O=C1C[C@H](C(=O)Nc2cncc3ccccc23)c2ccccc2N1,4.65,Train
O=C(Cc1cc(F)c(F)cc1F)Nc1cncc2ccccc12,5.69,Train
Cc1ccc(F)c(CC(=O)Nc2cncc3ccccc23)c1,5.29,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NCc1ccnn1C)C(=O)c1ccccc12,5.82,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NCc1ccn(C)n1)C(=O)c1ccccc12,5.59,Train
O=C(Cc1cncc(F)c1)Nc1cncc2ccccc12,5.33,Train
COc1cccc(CNC(=O)CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(Cl)ccc3C2=O)c1,7.16,Train
Cc1ccc(F)cc1C(F)(F)C(=O)Nc1cncc2ccccc12,5.0,Train
O=C(Nc1cncc2ccccc12)C(F)(F)c1ccc(F)c(F)c1,5.16,Train
CC(F)(F)[C@H](C(=O)Nc1cncc2ccccc12)c1ccccc1,4.91,Train
O=C(Nc1cncc2ccccc12)C(F)(F)c1cc(F)cc(F)c1,5.53,Train
O=C(Cc1cc(F)ccc1F)Nc1cncc2ccccc12,5.69,Train
O=C(Cc1cccc(F)c1F)Nc1cncc2ccccc12,4.66,Train
O=C(Cc1ccccc1F)Nc1cncc2ccccc12,4.44,Train
CC[C@H](C(=O)Nc1cncc2ccccc12)c1ccccc1,5.03,Train
Cc1cc(F)ccc1C(F)(F)C(=O)Nc1cncc2ccccc12,4.56,Train
C[C@H]1COc2ccccc2[C@H]1C(=O)Nc1cncc2ccccc12,4.71,Train
Cc1ccc(F)cc1CC(=O)Nc1cncc2ccccc12,5.73,Train
O=C(Cc1cc(F)ccc1Cl)Nc1cncc2ccccc12,5.56,Train
Cc1cc2c(cc1C)[C@H](C(=O)Nc1cncc3ccccc13)CO2,5.34,Train
O=C(Nc1cncc2ccccc12)[C@H](CC(F)(F)F)c1cccc(F)c1,5.2,Train
C[C@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,5.94,Train
Cc1cccc(CC(=O)Nc2cncc3ccccc23)c1F,4.2,Train
O=C(Cc1c(F)ccc(F)c1F)Nc1cncc2ccccc12,4.51,Train
O=C(Cc1ccc(F)c(F)c1F)Nc1cncc2ccccc12,4.8,Train
CC[C@H](C(=O)Nc1cncc2ccccc12)c1cc(F)c(F)c(F)c1,6.11,Train
Cc1ccc([C@H](C(=O)Nc2cncc3ccccc23)C2CC2)cc1,4.73,Train
O=C(Cc1cc(F)cc(F)c1F)Nc1cncc2ccccc12,5.82,Train
O=C(Nc1cncc2ccccc12)[C@H]1COc2ccc(F)cc21,5.46,Train
O=C(Cc1ccc(F)cc1F)Nc1cncc2ccccc12,4.6,Train
O=C(Cc1cc(Cl)ccc1F)Nc1cncc2ccccc12,5.97,Train
O=C(Cc1cc(F)cc(F)c1)Nc1cncc2ccccc12,6.19,Train
O=C1N[C@]2(CCOc3ccccc32)C(=O)N1c1cncc2ccccc12,4.82,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2ccc(F)cc2C1=O,6.28,Train
O=C1N[C@]2(CCOc3ccc(CO)cc32)C(=O)N1c1cncc2ccccc12,4.87,Train
CCCCNC(=O)c1cnc([C@H](NC(=O)CCl)c2ccccc2)s1,4.72,Train
COc1ccc(CNc2cnc([C@H](NC(=O)CCl)c3ccccc3)s2)c(OC)c1,4.33,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cnccc3C3CC3)C[C@@H]2C)c2cc(Cl)ccc2C1=O,6.33,Train
Cn1ncc(C2CCC2)c1CNC(=O)c1cncc2ccccc12,4.25,Train
O=C(NCCc1c[nH]c2ncc(F)cc12)c1cncc2ccccc12,4.42,Train
CC(C)(NC(=O)c1cncc2ccccc12)c1cccc(C#N)c1,4.23,Train
C[C@H](NC(=O)c1cncc2ccccc12)c1nc2ccccc2n1C,4.06,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cccc(F)c2C1=O,5.89,Train
O=C(NCCC(=O)N1CCCCC1)c1cncc2ccccc12,4.09,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cnccc2C1=O,5.59,Train
O=C(NCc1c[nH]c2ccc(F)cc12)c1cncc2ccccc12,4.72,Train
Cc1cccc2[nH]c(CNC(=O)c3cncc4ccccc34)cc12,4.87,Train
CN1c2ccccc2N(CCNC(=O)c2cncc3ccccc23)S1(=O)=O,4.15,Train
O=C(NCc1cc2c(nc1O)CCCC2)c1cncc2ccccc12,4.46,Train
O=C(NCc1nc2cc(Cl)ccc2s1)c1cncc2ccccc12,4.04,Train
O=C(NCCc1c[nH]c2ccc(Cl)cc12)c1cncc2ccccc12,4.91,Train
Cn1c(CNC(=O)c2cncc3ccccc23)nc2ccccc21,4.07,Train
COc1ccc2[nH]cc(CCNC(=O)c3cncc4ccccc34)c2c1,4.24,Train
O=C(c1cncc2ccccc12)N1CCC(Cc2ccc(F)cc2)CC1,5.1,Train
O=C(NCCc1c[nH]c2ccc(F)cc12)c1cncc2ccccc12,4.82,Train
O=C(NCCc1c[nH]c2ncc(Cl)cc12)c1cncc2ccccc12,4.32,Train
O=C(NCCOc1cc(Cl)ccn1)c1cncc2ccccc12,4.8,Train
O=C(NCc1nc2ccccc2[nH]1)c1cncc2ccccc12,4.23,Train
O=c1c(-c2cccc(Cl)c2)cncn1-c1cncc2ccccc12,5.78,Train
Cc1ncc(-c2cccc(Cl)c2)c(=O)n1-c1cncc2ccccc12,4.8,Train
CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(C(=O)Cc1ccccc1)C2)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,4.2,Train
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCCC2)CCN1Cc1cccc(Cl)c1,5.83,Train
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCCCC2)CCN1Cc1cccc(Cl)c1,6.41,Train
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCOCC2)CCN1Cc1cccc(Cl)c1,6.9,Train
CNC(=O)CN1C[C@]2(C[C@H](COC)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,4.27,Train
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCNCC2)CCN1Cc1cccc(Cl)c1,6.92,Train
CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2ccccc2C1=O,5.22,Train
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)O,4.88,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1c(Cl)cccc1Cl,4.38,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@]12Cn1nncc1-c1ccc(Cl)cc12,4.11,Train
N#Cc1ccc(N(Cc2ccccc2)C(=O)Cc2cncc3ccccc23)cc1,4.89,Train
CN1C[C@]2(CCCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,5.98,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12Cn1nncc1-c1ccc(Cl)cc12,6.18,Train
O=C(Cc1cncc2ccccc12)N1Cc2ccccc2OCC12CC2,4.45,Train
O=C(Cc1cncc2ccccc12)N1CCCc2ccccc21,4.68,Train
CN(C(=O)Cc1cncc2ccccc12)[C@H](c1ccc(Cl)cc1)C1CC1,4.8,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H]2CCCC[C@H]21,4.5,Train
Cc1ccc(F)c(CN(C)C(=O)Cc2cncc3ccccc23)c1F,4.24,Train
O=C(Cc1cncc2ccccc12)N1CCc2ccc(Cl)cc2CC1,5.43,Train
CN(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,5.23,Train
CN(CCc1ccccc1Cl)C(=O)Cc1cncc2ccccc12,4.56,Train
O=C(Cc1cncc2ccccc12)N(Cc1cccs1)c1ccccc1,5.0,Train
COc1ccc(N(Cc2ccccc2)C(=O)Cc2cncc3ccccc23)cc1,5.37,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]2CCC(F)(F)C[C@H]21,4.46,Train
O=C(Cc1cncc2ccccc12)N(Cc1cccc(F)c1)C1CC1,5.52,Train
C[C@H]1[C@H]2CCCC[C@H]2CN1C(=O)Cc1cncc2ccccc12,5.02,Train
O=C(Cc1cncc2ccccc12)NCc1cccc(Cl)c1,5.25,Train
C[C@H]1CC[C@H]2CCCN(C(=O)Cc3cncc4ccccc34)[C@H]2C1,4.92,Train
O=C(Cc1cncc2ccccc12)N1CC[C@H]2CCCC[C@H]2CC1,5.88,Train
Cc1cccc(CN(C(=O)Cc2cncc3ccccc23)C2CC2)c1,5.04,Train
CCCN(CCc1cccs1)C(=O)Cc1cncc2ccccc12,4.68,Train
O=C(Cc1cncc2ccccc12)N1CCCCCc2ccccc2C1,5.79,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1ccc(Cl)cc1,4.68,Train
O=C(Cc1cncc2ccccc12)N(Cc1ccccc1)c1ccccc1,5.11,Train
CC(C)N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,5.82,Train
O=C(Cc1cncc2ccccc12)N(Cc1ccc(F)cc1)C1CCCCC1,5.05,Train
C[C@H](c1ccccc1)N(Cc1ccccc1)C(=O)Cc1cncc2ccccc12,5.15,Train
O=C(Cc1cncc2ccccc12)N(Cc1ccccc1)Cc1ccc(F)cc1,5.0,Train
O=C(Cc1cncc2ccccc12)N(Cc1ccccc1O)c1ccc(F)cc1,4.78,Train
O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1c(F)ccc(Cl)c1F,5.38,Train
CN1C[C@]2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,6.31,Train
O=C(Cc1cncc2ccccc12)N(Cc1ccc2[nH]ccc2c1)Cc1cccs1,4.97,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cc2ccccc2)c2cc(F)ccc2C1=O,6.96,Train
N=C(N)Nc1ccc(OC(=O)Nc2ccccc2)cc1,5.68,Train
O=C(Cc1cc(F)c(F)c(F)c1)Nc1cncc2ccccc12,6.33,Train
N=C(N)NCCc1ccc(OC(=O)Nc2ccccc2)cc1,4.8,Train
O=C(Cc1cncc2ccccc12)N1CC(F)(F)C[C@H]2CCCC[C@H]21,4.03,Train
N#CC1(N(C(=O)Cc2cncc3ccccc23)c2ccccc2)CCCCC1,4.85,Train
CC(C)(C#N)NC(=O)[C@H](Cc1cccc(Cl)c1)c1cncc2ccccc12,4.12,Train
O=C1N(c2cncc3ccccc23)CCC[C@]12CCOc1ccc(Cl)cc12,6.53,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2c(F)cccc2C1=O,4.38,Train
COc1ccc2cncc(CC(=O)N(Cc3cccc(Cl)c3)c3ccc(N(C)C)cn3)c2c1,6.69,Train
COc1cc2cncc(CC(=O)N(Cc3cccc(Cl)c3)c3ccc(N(C)C)cn3)c2cc1OC,5.84,Train
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccccc1,7.1,Train
N=C(N)NCc1ccc(OC(=O)Nc2ccccc2)cc1,5.13,Train
CNC(=O)c1ccc2c(c1)[C@@H](C(=O)Nc1cncc3ccccc13)CN(C)C2=O,4.4,Train
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NC,6.72,Train
O=C(Cc1cncc2ccccc12)N(Cc1cccc(Cl)c1)c1ccccn1,5.88,Train
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)N1CCOCC1,5.25,Train
C[C@H](c1ccccc1)N(C(=O)Cc1cncc2ccccc12)C1CCN(C)CC1,4.7,Train
