canonical_smiles,pIC50,set
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCc1ccc(C(F)(F)F)cc1,5.8,Train
CN1CCN(c2ccc(NC(=O)CN3Cc4ccc(Cl)cc4[C@H](C(=O)Nc4cncc5ccccc45)C3)cc2F)CC1,5.28,Train
CCc1ccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1,6.03,Train
CCOc1cccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)c1,6.04,Train
Cc1ccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1,5.78,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NC(c1ccccc1)c1ccccc1,6.02,Train
CN1CCN(c2ccc(NC(=O)CN3Cc4ccc(Cl)cc4[C@H](C(=O)Nc4cncc5ccccc45)C3)cc2)CC1,5.64,Train
COc1ccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1,5.87,Train
CCN1CCN(c2ccc(NC(=O)CN3Cc4ccc(Cl)cc4[C@H](C(=O)Nc4cncc5ccccc45)C3)cc2)CC1,5.67,Train
COc1cccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)c1,5.96,Train
COc1ccccc1CNC(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,5.79,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCc1ccc(Cl)cc1Cl,5.69,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCc1ccc(Cl)c(Cl)c1,5.77,Train
CCN1CCN(c2ccc(NC(=O)CN3Cc4ccc(Cl)cc4[C@H](C(=O)Nc4cncc5ccccc45)C3)cc2F)CC1,5.45,Train
Cc1ccc(CCNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1,5.8,Train
CN1CCN2C(=O)N(c3cncc4ccccc34)C(=O)[C@@H]2C1,4.2,Train
O=C1[C@@H]2CN(Cc3ccccc3)CCN2C(=O)N1c1cncc2ccccc12,4.3,Train
CS(=O)(=O)N1CCN2C(=O)N(c3cncc4ccccc34)C(=O)[C@@H]2C1,4.24,Train
CCN1CCN2C(=O)N(c3cncc4ccccc34)C(=O)[C@@H]2C1,4.28,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@H]2C)c2cc(Cl)ccc2C1=O,4.23,Train
O=C1N[C@]2(C[C@H](c3ccccc3)C2)C(=O)N1c1cncc2ccccc12,4.71,Train
O=[S@](Cc1cccc(Nc2ncnc3[nH]ccc23)c1)c1ccccc1,4.94,Train
C[C@H]1CC[C@]2(CO1)NC(=O)N(c1cncc3ccccc13)C2=O,4.31,Train
O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)Nc1ccc(C(F)(F)F)cn1,5.01,Train
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,7.25,Train
C[C@H]1CCOC[C@@]12NC(=O)N(c1cncc3ccccc13)C2=O,4.25,Train
C[C@H]1CCOC[C@]12NC(=O)N(c1cncc3ccccc13)C2=O,4.23,Train
C[C@H]1OCCC[C@]12NC(=O)N(c1cncc3ccccc13)C2=O,4.3,Train
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C[C@H]2COC)c2cc(Cl)ccc2C1=O,4.36,Train
CCS(=O)(=O)N1CC2(C1)C(=O)N(c1cncc3ccccc13)C(=O)N2C,4.18,Train
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(F)ccc2C1=O,4.3,Train
CN1C(=O)N(c2cncc3ccccc23)C(=O)C12CN(S(=O)(=O)C1CC1)C2,4.13,Train
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C[C@H]2Cc2ccccc2)c2cc(Cl)ccc2C1=O,4.75,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@H]2Cc2ccccc2)c2cc(Cl)ccc2C1=O,4.28,Train
O=C1C[C@H](Cc2ccccc2)CN1c1cncc2ccccc12,4.38,Train
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cc2ccccc2)c2cc(Cl)ccc2C1=O,4.09,Train
O=C1N[C@]2(CCOc3ccncc32)C(=O)N1c1cncc2ccccc12,4.27,Train
NS(=O)(=O)c1ccc2c(c1)[C@]1(CCO2)NC(=O)N(c2cncc3ccccc23)C1=O,4.28,Train
C[C@H]1COC[C@@]2(C1)NC(=O)N(c1cncc3ccccc13)C2=O,4.28,Train
C=C(CN[C@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(=O)OC(C)(C)C,5.05,Train
CN1C(=O)N(c2cncc3ccccc23)C(=O)C12CN(S(=O)(=O)c1ccccc1)C2,4.55,Train
CC1(C)CCN(S(C)(=O)=O)C[C@]12NC(=O)N(c1cncc3ccccc13)C2=O,4.22,Train
C[C@H]1COC[C@]2(C1)NC(=O)N(c1cncc3ccccc13)C2=O,4.85,Train
NS(=O)(=O)OCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@H](C(=O)NCc2ccccn2)C1,3.87,Train
C=C(CN(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)C(=O)O,4.54,Train
O=C1[C@H](c2ccc(Cl)c(Cl)c2)C[C@H](O)CN1c1cncc2ccccc12,4.31,Train
O=C(CCl)N[C@H](c1cccc(Cl)c1)c1nccs1,4.25,Train
CNS(=O)(=O)OCC(=O)N1CCN(Cc2cccc(Cl)c2)[C@H](CC(C)C)C1,5.21,Train
C=C(CN(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)N1CCCCC1,4.25,Train
C[C@H](NC(=O)COS(N)(=O)=O)c1cc(Cl)cc(-c2ccc(S(N)(=O)=O)cc2)c1,4.26,Train
CC(C)C[C@H]1CN(C(=O)COS(N)(=O)=O)CCN1Cc1cccc(Cl)c1,5.08,Train
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N(C)C)CCN1Cc1cccc(Cl)c1,4.02,Train
C=C(CN(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)C(=O)NCC,4.58,Train
C=C(CN(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)C(N)=O,4.39,Train
C[C@H]1CC[C@]2(CN1S(C)(=O)=O)NC(=O)N(c1cncc3ccccc13)C2=O,4.72,Train
O=C1N[C@H](Cc2ccccc2)C(=O)N1c1cncc2ccccc12,4.87,Train
O=C1C[C@H](Cc2ccccc2)C(=O)N1c1cncc2ccccc12,3.85,Train
O=C1N[C@H](CC2CC2)C(=O)N1c1cncc2ccccc12,4.36,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cc2ccccc2)c2cc(Cl)ccc2C1=O,5.98,Train
O=C1N[C@@H](Cc2ccccc2)C(=O)N1c1cncc2ccccc12,4.36,Train
NC(=O)c1ccc2c(c1)[C@]1(CCO2)NC(=O)N(c2cncc3ccccc23)C1=O,4.34,Train
C=C(CN(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccc(Cl)cc1,4.33,Train
CC(=O)N1C[C@@]2(CC[C@H]1C)NC(=O)N(c1cncc3ccccc13)C2=O,4.44,Train
C[C@H]1CC[C@@]2(CN1S(C)(=O)=O)NC(=O)N(c1cncc3ccccc13)C2=O,4.31,Train
Cn1c(Cc2ccccc2)nn(-c2cncc3ccccc23)c1=O,4.43,Train
CNS(=O)(=O)OCC(=O)N[C@H](C)c1cc(Cl)cc(-c2ccc(S(N)(=O)=O)cc2)c1,4.19,Train
C=C(CN(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NCc1ccccc1,5.23,Train
CC(=O)N1C[C@]2(CC[C@H]1C)NC(=O)N(c1cncc3ccccc13)C2=O,4.34,Train
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)CC23CC3)c2cc(Cl)ccc2C1=O,4.74,Train
O=C1C[C@H](CC2CC2)CN1c1cncc2ccccc12,3.58,Train
C=C(CN(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)N(C)c1ccccc1,3.94,Train
Cn1cnc(Cn2c(=O)[nH]/c(=N\c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,6.46,Train
CCCCNC(=O)c1cnc([C@H](NC(=O)CCl)c2cccc(Cl)c2)s1,4.32,Train
CN1C(=O)N(c2cncc3ccccc23)C(=O)[C@H]1Cc1ccccc1,4.46,Train
O=C1C[C@H](Cc2ccccc2Cl)CN1c1cncc2ccccc12,4.32,Train
COc1cccc(CNC(=O)CN2C[C@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3ccccc3C2=O)c1,4.3,Train
O=C1N[C@]2(C[C@@H](c3c(F)cccc3F)C2)C(=O)N1c1cncc2ccccc12,5.4,Train
O=C1N[C@@]2(CC[C@H](c3ccccc3)OC2)C(=O)N1c1cncc2ccccc12,4.34,Train
O=C1N[C@]2(CC[C@H](c3ccccc3)OC2)C(=O)N1c1cncc2ccccc12,4.67,Train
COc1cccc(CNC(=O)CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3ccccc3C2=O)c1,5.87,Train
O=C1C[C@H](Cc2ccccc2)NN1c1cncc2ccccc12,4.31,Train
O=C(NCc1ccccn1)[C@H]1CN(C(=O)COS(=O)(=O)Nc2ccccc2)CCN1S(=O)(=O)c1ccsc1,4.18,Train
Cc1cncc(CC(=O)Nc2cncc3ccccc23)c1,3.8,Train
O=C(C[C@H]1CCCC(F)(F)C1)Nc1cncc2ccccc12,4.74,Train
Cc1ccc(CC(=O)Nc2cncc3ccccc23)c(F)c1F,5.06,Train
O=C(Cc1cccc(Cl)c1Cl)Nc1cncc2ccccc12,5.03,Train
COc1ccc(C)cc1CC(=O)Nc1cncc2ccccc12,4.38,Train
Cc1cccc(CC(=O)Nc2cncc3ccccc23)c1Cl,4.38,Train
Cc1cc(F)cc(CC(=O)Nc2cncc3ccccc23)c1,5.33,Train
O=C1C[C@H](C(=O)Nc2cncc3ccccc23)c2ccccc2N1,3.78,Train
O=C(Cc1cc(F)c(F)cc1F)Nc1cncc2ccccc12,5.35,Train
O=C(Cc1c(F)c(F)cc(F)c1F)Nc1cncc2ccccc12,5.01,Train
Cc1ccc(F)c(CC(=O)Nc2cncc3ccccc23)c1,5.36,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NCc1ccnn1C)C(=O)c1ccccc12,5.02,Train
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NCc1ccn(C)n1)C(=O)c1ccccc12,5.12,Train
O=C(Cc1cncc(F)c1)Nc1cncc2ccccc12,4.18,Train
COc1cccc(CNC(=O)CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(Cl)ccc3C2=O)c1,6.6,Train
Cc1ccc(F)cc1C(F)(F)C(=O)Nc1cncc2ccccc12,3.84,Train
O=C(Nc1cncc2ccccc12)C(F)(F)c1ccc(F)c(F)c1,3.88,Train
CC(F)(F)[C@H](C(=O)Nc1cncc2ccccc12)c1ccccc1,3.95,Train
O=C(Nc1cncc2ccccc12)C(F)(F)c1cc(F)cc(F)c1,4.16,Train
O=C(Cc1cc(F)ccc1F)Nc1cncc2ccccc12,4.58,Train
O=C(Cc1cccc(F)c1F)Nc1cncc2ccccc12,4.95,Train
O=C(Cc1ccccc1F)Nc1cncc2ccccc12,1.3,Train
CC[C@H](C(=O)Nc1cncc2ccccc12)c1ccccc1,3.95,Train
Cc1cc(F)ccc1C(F)(F)C(=O)Nc1cncc2ccccc12,2.43,Train
C[C@H]1COc2ccccc2[C@H]1C(=O)Nc1cncc2ccccc12,4.77,Train
Cc1ccc(F)cc1CC(=O)Nc1cncc2ccccc12,4.44,Train
O=C(Cc1cc(F)ccc1Cl)Nc1cncc2ccccc12,4.54,Train
Cc1cc2c(cc1C)[C@H](C(=O)Nc1cncc3ccccc13)CO2,5.29,Train
O=C(Nc1cncc2ccccc12)[C@H](CC(F)(F)F)c1cccc(F)c1,4.1,Train
C[C@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,4.62,Train
Cc1cccc(CC(=O)Nc2cncc3ccccc23)c1F,4.27,Train
O=C(Cc1c(F)ccc(F)c1F)Nc1cncc2ccccc12,1.0,Train
O=C(Cc1ccc(F)c(F)c1F)Nc1cncc2ccccc12,5.34,Train
O=C(Cc1c(F)cccc1F)Nc1cncc2ccccc12,4.35,Train
CC[C@H](C(=O)Nc1cncc2ccccc12)c1cc(F)c(F)c(F)c1,4.53,Train
Cc1ccc([C@H](C(=O)Nc2cncc3ccccc23)C2CC2)cc1,4.31,Train
O=C(Cc1cc(F)cc(F)c1F)Nc1cncc2ccccc12,5.63,Train
O=C(Nc1cncc2ccccc12)[C@H]1COc2ccc(F)cc21,4.6,Train
O=C(Cc1ccc(F)cc1F)Nc1cncc2ccccc12,5.0,Train
O=C(Cc1cc(Cl)ccc1F)Nc1cncc2ccccc12,4.81,Train
O=C(Cc1cc(F)cc(F)c1)Nc1cncc2ccccc12,4.88,Train
O=C1N[C@]2(CCOc3ccccc32)C(=O)N1c1cncc2ccccc12,4.63,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2ccc(F)cc2C1=O,5.35,Train
O=C1N[C@]2(CCOc3ccc(CO)cc32)C(=O)N1c1cncc2ccccc12,4.52,Train
CCCCNC(=O)c1cnc([C@H](NC(=O)CCl)c2ccccc2)s1,4.73,Train
COc1ccc(CNc2cnc([C@H](NC(=O)CCl)c3ccccc3)s2)c(OC)c1,4.11,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cnccc3C3CC3)C[C@@H]2C)c2cc(Cl)ccc2C1=O,5.08,Train
Cn1ncc(C2CCC2)c1CNC(=O)c1cncc2ccccc12,4.16,Train
O=C(NCCc1c[nH]c2ncc(F)cc12)c1cncc2ccccc12,3.85,Train
O=C(NCCc1c[nH]c2cc(F)ccc12)c1cncc2ccccc12,4.05,Train
CC(C)(NC(=O)c1cncc2ccccc12)c1cccc(C#N)c1,4.3,Train
C[C@H](NC(=O)c1cncc2ccccc12)c1nc2ccccc2n1C,3.84,Train
O=C(c1cncc2ccccc12)N1CC[C@H]1c1cccc(F)c1,4.29,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cccc(F)c2C1=O,5.25,Train
Cc1ncc(CNC(=O)c2cncc3ccccc23)n1-c1ccccc1,4.1,Train
CN(C(=O)c1cncc2ccccc12)[C@H]1c2ccccc2C[C@H]1O,4.19,Train
O=C(NCCC(=O)N1CCCCC1)c1cncc2ccccc12,4.26,Train
O=C(NCc1ccccc1-n1ccnc1)c1cncc2ccccc12,4.24,Train
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cnccc2C1=O,4.45,Train
O=C(NCc1c[nH]c2ccc(F)cc12)c1cncc2ccccc12,3.42,Train
Cc1cccc2[nH]c(CNC(=O)c3cncc4ccccc34)cc12,3.66,Train
CN1c2ccccc2N(CCNC(=O)c2cncc3ccccc23)S1(=O)=O,4.3,Train
O=C(NCc1cc2c(nc1O)CCCC2)c1cncc2ccccc12,4.32,Train
CN(C(=O)c1cccnc1)[C@H]1c2ccccc2C[C@H]1O,5.23,Train
CN(CC(=O)NC(c1ccccc1)c1ccccc1)C(=O)c1cccnc1,4.3,Train
O=C(c1cncc2ccccc12)N1CCCC[C@H]1c1cccc(F)c1,4.38,Train
Cc1nn(-c2ccc(Cl)cc2)c(NC(=O)c2cncc3ccccc23)c1C,7.88,Train
Cc1[nH]c2ccc(O)cc2c1CCNC(=O)c1cncc2ccccc12,4.23,Train
O=C(NCCN1C(=O)Cc2ccccc21)c1cncc2ccccc12,4.21,Train
O=C(NCc1nc2cc(Cl)ccc2s1)c1cncc2ccccc12,4.96,Train
NC(=O)C1(NC(=O)c2cncc3ccccc23)Cc2ccccc2C1,4.25,Train
O=C(NCCc1c[nH]c2ccc(Cl)cc12)c1cncc2ccccc12,4.08,Train
Cc1cnc2[nH]cc(CCNC(=O)c3cncc4ccccc34)c2c1,4.36,Train
O=C(c1cncc2ccccc12)N1CCCC[C@H]1c1ccccc1,4.39,Train
Cn1c(CNC(=O)c2cncc3ccccc23)nc2ccccc21,3.58,Train
O=C(N[C@H]1c2ccccc2C[C@H]1O)c1cncc2ccccc12,3.76,Train
CN(Cc1cccc(O)c1)C(=O)c1cncc2ccccc12,6.25,Train
CN(Cc1cnn(-c2ccccc2)n1)C(=O)c1cncc2ccccc12,7.33,Train
O=C(NCc1ccccc1-n1cccn1)c1cncc2ccccc12,4.29,Train
CN(Cc1ccc2cc[nH]c2c1)C(=O)c1cncc2ccccc12,4.19,Train
O=C(c1cncc2ccccc12)N1CCC[C@H]1c1ccccc1,4.27,Train
COc1ccc2[nH]cc(CCNC(=O)c3cncc4ccccc34)c2c1,4.52,Train
CN1CCN(C(=O)CCCNC(=O)c2cncc3ccccc23)CC1,4.37,Train
O=C(NCCc1nccn1-c1ccccc1)c1cncc2ccccc12,4.26,Train
O=C(c1cncc2ccccc12)N1CCC(Cc2ccc(F)cc2)CC1,4.23,Train
COc1ccc2c(c1)[C@H](NC(=O)c1cncc3ccccc13)CCO2,3.9,Train
Cc1ccc([C@H](CO)NC(=O)c2cncc3ccccc23)cc1,4.47,Train
Cn1nc(CNC(=O)c2cncc3ccccc23)c2ccccc2c1=O,3.61,Train
Cc1ncc2n1C[C@@H](NC(=O)c1cncc3ccccc13)CC2,4.15,Train
O=C(NCCc1c[nH]c2ccc(F)cc12)c1cncc2ccccc12,3.82,Train
O=C(NCCN1CCc2ccccc2C1=O)c1cncc2ccccc12,4.17,Train
O=C(NC1CN(c2ccncc2)C1)c1cncc2ccccc12,4.33,Train
O=C(N[C@H]1c2ccccc2C[C@@H]1O)c1cncc2ccccc12,4.35,Train
O=C(NCc1nccn1-c1ccccc1)c1cncc2ccccc12,4.17,Train
O=C(NCc1ccnn1-c1ccccc1)c1cncc2ccccc12,4.21,Train
O=C(NCCc1c[nH]c2ncc(Cl)cc12)c1cncc2ccccc12,4.06,Train
C[C@@H](NC(=O)c1cncc2ccccc12)c1csc2ccccc12,4.48,Train
O=C(NCc1csc2ccc(Cl)cc12)c1cncc2ccccc12,4.12,Train
O=C(NCC(=O)N1CCCc2ccccc21)c1cncc2ccccc12,4.24,Train
O=C(c1cncc2ccccc12)N1CC[C@H]1c1ccccc1,4.33,Train
O=C(c1cncc2ccccc12)N1CC[C@H]1c1ccccc1F,4.21,Train
N#Cc1ccccc1CNC(=O)c1cncc2ccccc12,4.0,Train
O=C(NCC(=O)N1CCCC1)c1cncc2ccccc12,5.13,Train
CN(Cc1nc2ccccc2n1C)C(=O)c1cncc2ccccc12,4.31,Train
Cn1c(CNC(=O)c2cncc3ccccc23)nc2cc(F)ccc21,4.5,Train
COc1ccc(O)c([C@H](C)NC(=O)c2cncc3ccccc23)c1,4.3,Train
O=C(NCCOc1cc(Cl)ccn1)c1cncc2ccccc12,3.65,Train
O=C(N[C@@H]1C[C@H](O)c2ccccc21)c1cncc2ccccc12,4.5,Train
O=C(NCc1cc(=O)[nH]c2ccccc12)c1cncc2ccccc12,4.15,Train
CN(Cc1cccc(C#N)c1)C(=O)c1cncc2ccccc12,4.18,Train
O=C(NCCc1c[nH]c2cnccc12)c1cncc2ccccc12,3.92,Train
O=C(NCc1nc2ccccc2[nH]1)c1cncc2ccccc12,4.52,Train
Cc1ccc(F)c(CN(C)C(=O)c2cncc3ccccc23)c1,4.21,Train
C[C@H](c1ccc(F)cc1)N(C)C(=O)c1cncc2ccccc12,4.18,Train
O=c1c(-c2cccc(Cl)c2)cncn1-c1cncc2ccccc12,4.76,Train
O=C(c1cncc2ccccc12)N1CCOC[C@H]1c1cccc(Cl)c1,4.2,Train
Cc1cc([C@H]2CCCN2C(=O)c2cncc3ccccc23)ccn1,4.16,Train
Cc1ccc(Cl)c([C@H]2CCCN2C(=O)c2cncc3ccccc23)c1,9.0,Train
CN(C(=O)c1cncc2ccccc12)[C@H]1Cc2ccccc2[C@H]1O,4.21,Train
Cc1ccc2[nH]cc(CCNC(=O)c3cncc4ccccc34)c2n1,4.25,Train
CN(CCc1ccncc1)C(=O)c1cncc2ccccc12,4.37,Train
COc1ccc(Cl)cc1[C@H]1CCCCN1C(=O)c1cncc2ccccc12,4.31,Train
CN(C(=O)c1cncc2ccccc12)[C@H](c1cccc(Cl)c1)c1ccccn1,3.84,Train
